Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,clean_text
5688,3,2,1,0,0,"@aravosis May I jump in u ball-less dick-wad? As a conservative, feminist, disabled vet bitch, I wish u luck with a capital F. @DLoesch",aravosis may jump u ballless dickwad conservative feminist disabled vet bitch wish u luck capital f dloesch
5689,3,0,3,0,1,@areuseriousrn @harmon_lauren it's okay I'll get bitches on this dick anyway but thanks for the tip,areuseriousrn harmon_lauren okay ill get bitch dick anyway thanks tip
5690,3,1,2,0,1,"@argylegray @JTrevorHowerton @HollyRFisher I don't give a flying fuck what you think about my tweets, worthless teabagger scum.",argylegray jtrevorhowerton hollyrfisher dont give flying fuck think tweet worthless teabagger scum
5691,3,0,1,2,2,@ariennajanee its mutual my lil yellow bone&#127827;,ariennajanee mutual lil yellow bone127827
5692,3,0,0,3,2,@ariennajanee thats why youz a yellow bone &#128155;&#128155;,ariennajanee thats youz yellow bone 128155128155
5693,3,0,3,0,1,@arionnee cuz you know i was playing witchu i aint call yo mama a bitch or say yo brother ugly af did i?,arionnee cuz know playing witchu aint call yo mama bitch say yo brother ugly af
5694,3,0,3,0,1,@arionnee smh iont understand it but fuck it more hoes for me &#128527;&#128514;,arionnee smh iont understand fuck hoe 128527128514
5695,3,1,2,0,1,@artiequitter fuck 'em if they can't take a joke! liberal pussies only think jokes about sarah palin &amp; daughters are funny.,artiequitter fuck em cant take joke liberal pussy think joke sarah palin amp daughter funny
5696,3,1,2,0,1,@aschops absolutely agree with that statement. It's just so amusing how angry it makes all these teabagger scumbags. That alone is worth it.,aschops absolutely agree statement amusing angry make teabagger scumbags alone worth
5697,3,0,3,0,1,@asdfgheatherr no not tonight you're gonna hoe tomorrow,asdfgheatherr tonight youre gonna hoe tomorrow
5698,3,1,2,0,1,@asheZ29 @mskyleighmarie bitches &#128530;,ashez29 mskyleighmarie bitch 128530
5699,3,2,1,0,0,@ashhruggiero happy birthday queer,ashhruggiero happy birthday queer
5700,3,0,0,3,2,@ashley_smith20 colored contacts,ashley_smith20 colored contact
5701,3,0,3,0,1,@ashleyasatu lmaoooo I'm calling her a hoe and I'm mad? Shutcho uglass up,ashleyasatu lmaoooo im calling hoe im mad shutcho uglass
5702,3,0,3,0,1,@ashleyrike sick bitch!!,ashleyrike sick bitch
5703,3,0,0,3,2,@ashleyypat17 if im trash ur trash since we baes now,ashleyypat17 im trash ur trash since baes
5704,3,0,3,0,1,@asiahh__ alright bitch I hope someone deletes your life suck 30 dicks and get hit by 2 buses,asiahh__ alright bitch hope someone deletes life suck 30 dick get hit 2 bus
5705,3,0,1,2,2,@asiahh__ nah I replied to you like I did to literally everyone else who called it trash... Go and check if you don't believe me,asiahh__ nah replied like literally everyone else called trash go check dont believe
5707,3,2,1,0,0,@asshole_king oh no. They drafted that gay ass that come out on TV? Well u welcome to Redskins nation. No queers just a lot of niggers.,asshole_king oh drafted gay as come tv well u welcome redskin nation queer lot nigger
5708,3,3,0,0,0,@asshole_king pats owner is a kike.,asshole_king pat owner kike
5709,3,3,0,0,0,@asshole_king with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.,asshole_king pill nig last 4 year like magic j nig hav died year ago yall first team draft gay
5710,3,0,2,1,1,@assholee813 such a hoe,assholee813 hoe
5711,3,0,3,0,1,@atheistfront @CutRealty @A_M_Perez @ATHE1STP0WER yea spell check is a bitch... lets stay on topic,atheistfront cutrealty a_m_perez athe1stp0wer yea spell check bitch let stay topic
5712,3,1,2,0,1,@atownbrown08 @CarmineZozzora LOL that hasn't worked well for black folks in the past. They better bring a few crackers with um.,atownbrown08 carminezozzora lol hasnt worked well black folk past better bring cracker um
5713,6,4,2,0,0,@atspace your 2. And 3. Nigga them hoes suck wayans brothers are not funny at all Jamie foxx should be number 2,atspace 2 3 nigga hoe suck wayans brother funny jamie foxx number 2
5714,4,0,1,3,2,@aurabogado el negro?,aurabogado el negro
5715,3,1,2,0,1,@austin_farrar yeah way to block me fag your scared you go and hit girls how tough does that make you? Tough enough to know I'd beat...,austin_farrar yeah way block fag scared go hit girl tough make tough enough know id beat
5716,3,3,0,0,0,@austin_farrar your a fucking queer faggot bitch,austin_farrar fucking queer faggot bitch
5717,3,0,3,0,1,@austinrea_ @sbsylvester @hunterbuch66 @kieffer_jason bitch that's wtf I just said and its not Christopher it's Chris mf,austinrea_ sbsylvester hunterbuch66 kieffer_jason bitch thats wtf said christopher chris mf
5718,3,0,0,3,2,@awfulbot are you a pig or are you a bird,awfulbot pig bird
5719,3,1,2,0,1,@b0ss561 just beat the pussy up,b0ss561 beat pussy
5720,3,0,3,0,1,@b0ssladyRe go to sleep bitch,b0ssladyre go sleep bitch
5721,3,0,3,0,1,@b0ssladyRe lmao you wish bitch,b0ssladyre lmao wish bitch
5722,3,0,1,2,2,@b0ssladyre just ate a wees brownie and is seeing random cats,b0ssladyre ate wee brownie seeing random cat
5723,3,0,3,0,1,@b0ssladyre lmao they know who the kitty master is !!!! Don't hate bitch,b0ssladyre lmao know kitty master dont hate bitch
5724,3,0,0,3,2,@b1gsean21 lets just say hellen keller makes better brownies,b1gsean21 let say hellen keller make better brownie
5725,3,0,3,0,1,@b_scheich &#128072;&#128166; salute a bad bitch,b_scheich 128072128166 salute bad bitch
5726,3,0,3,0,1,@b_shiznitt @italian_montana wtf you bitches seen this without me,b_shiznitt italian_montana wtf bitch seen without
5727,3,0,3,0,1,@b_shiznitt cum thru bitch,b_shiznitt cum thru bitch
5728,3,1,2,0,1,@b_shiznitt fuck off bitch,b_shiznitt fuck bitch
5729,3,0,3,0,1,@b_shiznitt fuck you bitch,b_shiznitt fuck bitch
5730,3,0,2,1,1,@b_shiznitt wanted me to let everyone know he downloaded the whole Acoustic Justin Bieber album #fag,b_shiznitt wanted let everyone know downloaded whole acoustic justin bieber album fag
5731,3,0,3,0,1,@b_shiznitt what's good pussy,b_shiznitt whats good pussy
5732,3,0,3,0,1,@b_shiznitt you lying bitch,b_shiznitt lying bitch
5733,3,0,3,0,1,@baaaabyshaaaay_ My niggah!!,baaaabyshaaaay_ niggah
5734,3,0,3,0,1,@baaaabyshaaaay_ Ununnnn what plans? Text me niggah!!,baaaabyshaaaay_ ununnnn plan text niggah
5735,3,0,3,0,1,@baaaabyshaaaay_ Yassss bitch!!,baaaabyshaaaay_ yassss bitch
5736,3,0,3,0,1,@baaaabyshaaaay_ spitted sprite on you? niggah with yo smart ass mouth you deserved it. &amp; well stfu! lol,baaaabyshaaaay_ spitted sprite niggah yo smart as mouth deserved amp well stfu lol
5737,3,0,3,0,1,"@babynacca @Zneezy2Good both you boys need some pussy, damn.&#128521;",babynacca zneezy2good boy need pussy damn128521
5738,4,1,3,0,1,@babyspittle @Kimmyincali @MartiniShark @SenatorReid Still blaming Bush? Fucking retard,babyspittle kimmyincali martinishark senatorreid still blaming bush fucking retard
5739,3,2,1,0,0,"@bad_boy_six @ksteven37 
Here ya go wetback, eat this.. http://t.co/kf6PgZvH5G",bad_boy_six ksteven37 ya go wetback eat httptcokf6pgzvh5g
5740,3,1,2,0,1,@badluckbella_ that's lil nig &#128526;,badluckbella_ thats lil nig 128526
5741,3,0,3,0,1,@badnewsbridget @MorbidMermaid @EvanBecker513 you're a lying sack of shit because I know you love me #lesbian #jk #jkbridgeturstraight #fag,badnewsbridget morbidmermaid evanbecker513 youre lying sack shit know love lesbian jk jkbridgeturstraight fag
5742,3,0,3,0,1,@badnewsbridget lol fag,badnewsbridget lol fag
5743,3,2,1,0,0,"@badshah200 Ur pal @STLAbuBadu threat2 ""apostate kufar""&gt;""I cld cut ur neck w/sword of islam &amp;watch u squeal like a bitch like Daniel Pearl""",badshah200 ur pal stlabubadu threat2 apostate kufargti cld cut ur neck wsword islam ampwatch u squeal like bitch like daniel pearl
5744,3,0,0,3,2,@baileymw22 you're the sole reason I come to that chipotle incase you didn't know. Keep up the good work babe,baileymw22 youre sole reason come chipotle incase didnt know keep good work babe
5745,3,0,0,3,2,@ballzahoy cowboy killers.&#128525;,ballzahoy cowboy killers128525
5746,3,0,0,3,2,@basedgvbe trash,basedgvbe trash
5747,3,0,3,0,1,@baskgod nah it's just Clowney being a bitch nigga,baskgod nah clowney bitch nigga
5748,3,0,3,0,1,"@bayjackson3 lol it's a crew, not actual hoes",bayjackson3 lol crew actual hoe
5749,3,0,3,0,1,@bbhairs when you get famous I'm buyin yo art so me and my bitch can have dat shit all in da crib,bbhairs get famous im buyin yo art bitch dat shit da crib
5750,3,0,3,0,1,@bbluedreamm @chris_cruz1 @Hunglikerobby_ Kenna stfu? Quit bein a bitch I was tellin Robby to stop?! God.,bbluedreamm chris_cruz1 hunglikerobby_ kenna stfu quit bein bitch tellin robby stop god
5751,3,0,3,0,1,@bbluedreamm @chris_cruz1 @Hunglikerobby_ don't be a bitch then?,bbluedreamm chris_cruz1 hunglikerobby_ dont bitch
5752,3,0,3,0,1,@bbluedreamm @kelliestebbins how original you faggots&#128530;&#128557;,bbluedreamm kelliestebbins original faggots128530128557
5753,3,0,3,0,1,@bbluedreamm bitch don't reply&#128524;,bbluedreamm bitch dont reply128524
5754,3,0,3,0,1,@beautifulbeeee yes!!! Every guy is a bitch today...lol...smh,beautifulbeeee yes every guy bitch todaylolsmh
5755,3,0,2,1,1,@beejohns1 is gonna find himself a redneck girl one of these days &#128143;&#128514;,beejohns1 gonna find redneck girl one day 128143128514
5756,3,0,3,0,1,@beenlame @FuckTraVonn faggot,beenlame fucktravonn faggot
5757,3,0,0,3,2,"@beepbeepamanda Today was Talk Like A Pirate Day, and absolutely NOBODY knew Id been doing a Charlie Morton impersonation all day.",beepbeepamanda today talk like pirate day absolutely nobody knew id charlie morton impersonation day
5758,3,2,0,1,0,@beesands10 But that's what you call white trash with money!!!!!,beesands10 thats call white trash money
5759,3,2,1,0,0,@bellaangeletti no ud still be a fag if I was lolz,bellaangeletti ud still fag lolz
5760,3,2,1,0,0,@bellaangeletti ur a fag,bellaangeletti ur fag
5761,3,0,3,0,1,@benshapiro just more #teabagger babel. these are the same fucks that masturbated to @TimTebow - they just HATE it when gays r successful.,benshapiro teabagger babel fuck masturbated timtebow hate gay r successful
5762,3,0,2,1,1,"@bernadettvajda they always put gingers in red, yellow, or leopard print.",bernadettvajda always put ginger red yellow leopard print
5763,3,0,2,1,1,"@bestassbestface omg ur finally losing ur patience. ""Cause ur a hoe!"" I love it. &#128514;&#128514; can't stop laughing.",bestassbestface omg ur finally losing ur patience cause ur hoe love 128514128514 cant stop laughing
5764,3,0,0,3,2,@beth4158 no steak here either. No hurry on brownies. Just that picture u posted made me all but drool on my phone. :),beth4158 steak either hurry brownie picture u posted made drool phone
5765,3,0,3,0,1,@betysweetcocker that's white woman pussy,betysweetcocker thats white woman pussy
5766,3,0,3,0,1,@bigDickdoane positive thoughts nig nog &#128522;,bigdickdoane positive thought nig nog 128522
5767,3,1,2,0,1,@big_business_ lmao dog just type them out and let them faggots try to decipher it.,big_business_ lmao dog type let faggot try decipher
5768,3,1,0,2,2,"@big_msudawg11 oh state, just enjoy your trailer trash and your sub par sports.",big_msudawg11 oh state enjoy trailer trash sub par sport
5771,3,0,3,0,1,@biggerboat99 please be a little depressed bitch the entire time,biggerboat99 please little depressed bitch entire time
5772,3,0,3,0,1,@bigksmoove them hoes look good,bigksmoove hoe look good
5773,3,0,3,0,1,@bigshaadswerver @Alejandro_Bihhh I haven't seen that hoe,bigshaadswerver alejandro_bihhh havent seen hoe
5774,3,0,3,0,1,@bigshaadswerver yea TJ in this hoe dunking everything TK hitting shots and Juelz handling the bitch,bigshaadswerver yea tj hoe dunking everything tk hitting shot juelz handling bitch
5775,3,0,2,1,1,@bijoudulcet geminis rule hoe. &#128524;,bijoudulcet gemini rule hoe 128524
5776,3,0,2,1,1,@bill_gaines @MorningJoe ATF is in charge of prosecuting cases and the #teabagger Republicans won't confirm a director to lead the agency.,bill_gaines morningjoe atf charge prosecuting case teabagger republican wont confirm director lead agency
5777,3,0,1,2,2,@billyeichner Since @TomCruise will be a hoser... hi.,billyeichner since tomcruise hoser hi
5778,3,0,1,2,2,@billyrunaway Hope she's larger than a bird.,billyrunaway hope shes larger bird
5779,3,0,3,0,1,@binniemouse bitch don't kill my vibe,binniemouse bitch dont kill vibe
5780,3,0,3,0,1,@bitchdicknigga yeah cum itch my slit baby cakes,bitchdicknigga yeah cum itch slit baby cake
5781,3,2,1,0,0,@bitchdicknigga you're a fucking nigger,bitchdicknigga youre fucking nigger
5782,3,0,3,0,1,@bitchkrieg HBIC....... Head bitch in charge. Lol,bitchkrieg hbic head bitch charge lol
5783,3,2,1,0,0,@bitchkrieg like the new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your profile it show the new one,bitchkrieg like new avi twitter retarded show cub hat stalk profile show new one
5784,3,0,3,0,1,@bitchsides you're a bitch Ihy,bitchsides youre bitch ihy
5785,3,0,0,3,2,@bitty_boop @Oreo cookies sound wonderful.,bitty_boop oreo cooky sound wonderful
5786,3,0,3,0,1,"@bjohnson613 This is why I follow and love you, Bill. I may bitch at you, but I'll never quit you.",bjohnson613 follow love bill may bitch ill never quit
5787,3,0,0,3,2,@blackrepublican how long after the name change will al memorabilia w/redskins name be deemed racist and therby illegal?,blackrepublican long name change al memorabilia wredskins name deemed racist therby illegal
5788,3,0,0,3,2,@blackymiles lol to get the yellow bleach stain out use a baking soda hydrogen peroxide paste on the stain and throw in the washer,blackymiles lol get yellow bleach stain use baking soda hydrogen peroxide paste stain throw washer
5789,3,0,3,0,1,@blakeshelton I'm coming for you bitch boy!!! http://t.co/yASXoqnLEA,blakeshelton im coming bitch boy httptcoyasxoqnlea
5790,3,0,2,1,1,@blastmccurdy in your dreams little leprechaun hemroid,blastmccurdy dream little leprechaun hemroid
5791,3,0,1,2,2,@blowme you mean trash.,blowme mean trash
5792,3,0,3,0,1,@bm00re43 bitches naked**,bm00re43 bitch naked
5793,3,2,1,0,0,@bnp We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.,bnp overrun mongrel zog jew run country want white man perish
5794,3,0,0,3,2,@bocgeogaddi @anepicname lmaooooo epic bird wins.,bocgeogaddi anepicname lmaooooo epic bird win
5795,3,0,3,0,1,"@bogglethemind83 @AJ0427 Was about to fly to Portugal &amp; open a can of whoopass since they started to zoom out during ""Still run this bitch""",bogglethemind83 aj0427 fly portugal amp open whoopass since started zoom still run bitch
5796,3,1,2,0,1,@bongwynnn wow what a faggot,bongwynnn wow faggot
5797,3,0,3,0,1,@bonnoxxx &#128514; nah bitch u addicted to spazzin fasho fuc molly tht shit happend 1 time and lean scarce so stfu hoe ass go spazz on sum thot,bonnoxxx 128514 nah bitch u addicted spazzin fasho fuc molly tht shit happend 1 time lean scarce stfu hoe as go spazz sum thot
5798,3,0,3,0,1,@bonnoxxx &#128514;&#128514;&#128557;&#128557; since day 1 u remember tha bitches in alabama lmfaoo #BIG,bonnoxxx 128514128514128557128557 since day 1 u remember tha bitch alabama lmfaoo big
5799,3,1,2,0,1,@bonnoxxx &#128557;&#128557;&#128557;&#128557;&#128557; how u kno im talkin bout you bitch lmfao,bonnoxxx 128557128557128557128557128557 u kno im talkin bout bitch lmfao
5800,3,2,1,0,0,@bonnoxxx haha bitch ima draw a webb in bullets round yo fuggin forehead #BeamThat bitch i know where you reside,bonnoxxx haha bitch ima draw webb bullet round yo fuggin forehead beamthat bitch know reside
5801,3,2,1,0,0,@bonnoxxx nah she said you a fag,bonnoxxx nah said fag
5802,3,0,3,0,1,@bonnoxxx u smokin that 87 bitch,bonnoxxx u smokin 87 bitch
5803,3,0,3,0,1,@bonnoxxx yea cuh a bitch fuc donald sterling .. Cuhz pimpin tho,bonnoxxx yea cuh bitch fuc donald sterling cuhz pimpin tho
5804,3,0,3,0,1,@bossliyah_ DM me your number hoe,bossliyah_ dm number hoe
5805,3,0,3,0,1,"@bosxe it worked, bitch!!!",bosxe worked bitch
5806,3,0,0,3,2,@boxingscene @RPopBox @BronzeBomber @boxing this Charlie Z really does need mental help check this out http://t.co/CkBS6WcZu1,boxingscene rpopbox bronzebomber boxing charlie z really need mental help check httptcockbs6wczu1
5807,3,0,3,0,1,@boxingscene Danny will be in deep deep water at 147 too many badass sons of bitches up there,boxingscene danny deep deep water 147 many badass son bitch
5808,3,0,3,0,1,@boxingscene nobody is ever gonna take this ass clown serious again what a lil bitch,boxingscene nobody ever gonna take as clown serious lil bitch
5809,3,0,3,0,1,@bradley_eckman don't say shit like that lil nig .. Or I'll give you a &#127812; stamp,bradley_eckman dont say shit like lil nig ill give 127812 stamp
5810,3,0,0,3,2,"@brandonDGK420 the only boards I still have from them are just the tie dye ones, monkey edition, black and silver , and the newest ones",brandondgk420 board still tie dye one monkey edition black silver newest one
5811,3,0,3,0,1,@brandon_even Them aint the bitches im talkin bout &#58386;&#58386;&#58386; aint no jungle fever over there LOL,brandon_even aint bitch im talkin bout 583865838658386 aint jungle fever lol
5812,3,0,3,0,1,@brandynasty bitch nigga dont get all but hurt,brandynasty bitch nigga dont get hurt
5813,3,0,3,0,1,@brendacoyt_3 : Ayee Ayee it's my snow niqqa &amp;&amp; it's for my bitches to slide to my crib,brendacoyt_3 ayee ayee snow niqqa ampamp bitch slide crib
5814,3,0,3,0,1,@brendacoyt_3 : I got them bitches snowboarding to me &#127938;&#127935;&#10052;&#65039;&#9924;&#65039;,brendacoyt_3 got bitch snowboarding 1279381279351005265039992465039
5815,3,0,3,0,1,@brendacoyt_3 : ahah chill my bitch look better &#128514;&#128514;&#128514;&#128527;&#128076;,brendacoyt_3 ahah chill bitch look better 128514128514128514128527128076
5816,3,0,3,0,1,@bri_shackelford @bellaangeletti sorry dyslexia is a bitch,bri_shackelford bellaangeletti sorry dyslexia bitch
5817,3,0,0,3,2,@brianabrazilian oh... my phone is some trash! but you knew that!,brianabrazilian oh phone trash knew
5818,3,0,3,0,1,@brianholmes2700 I &#128154; you bitch,brianholmes2700 128154 bitch
5819,3,0,3,0,1,@brianholmes2700 god doesn't send retards to hell,brianholmes2700 god doesnt send retard hell
5820,3,0,3,0,1,@brianholmes2700 pussy,brianholmes2700 pussy
5821,3,0,3,0,1,@brianholmes2700 you a drunk bitch,brianholmes2700 drunk bitch
5822,3,0,0,3,2,@brianstelter took uber yesterday. Advertised as 20% &lt; NY taxis but was actually a yellow taxi at same price. #uber,brianstelter took uber yesterday advertised 20 lt ny taxi actually yellow taxi price uber
5823,3,0,3,0,1,@briere_alex bout time bitch,briere_alex bout time bitch
5824,3,0,3,0,1,@britneyspears not that it matters but im proud of ur little ass! im n old southern bitch. hang n there baby!,britneyspears matter im proud ur little as im n old southern bitch hang n baby
5825,3,0,0,3,2,@brittbritt_naay &#128514; I'm a wexican,brittbritt_naay 128514 im wexican
5826,3,0,3,0,1,@brittneycordova don't blame me hoe.... I'm innocent &#128520;,brittneycordova dont blame hoe im innocent 128520
5827,3,0,0,3,2,"@britty_jurgens a music suggestion is ""lil spook""",britty_jurgens music suggestion lil spook
5828,3,0,3,0,1,@broneadams yo bitch stay lookin like a clown,broneadams yo bitch stay lookin like clown
5829,3,0,3,0,1,@brookbristow @BigAssMoustache people gotta bitch about something.,brookbristow bigassmoustache people gotta bitch something
5830,3,0,3,0,1,"@brookeschade @piperleigh_ @cass_uhhh_deee @baylee247 all of yall stfu, your all pussies and won't do shit",brookeschade piperleigh_ cass_uhhh_deee baylee247 yall stfu pussy wont shit
5831,3,0,3,0,1,@brotherbill7 thirsty hoes &#128129;,brotherbill7 thirsty hoe 128129
5832,3,2,1,0,0,@brrrrangadang this nigga &#128529;&#128529;.. know damn well you a coon,brrrrangadang nigga 128529128529 know damn well coon
5833,3,1,2,0,1,@bsails33 dyke ron&#127752;&#127917;&#128514;,bsails33 dyke ron127752127917128514
5834,3,0,3,0,1,@buffprobzzz the dude took off running like a bitch!,buffprobzzz dude took running like bitch
5835,3,1,2,0,1,"@burke113 @donthebear ""..the nig..""? ok, you're the big time shit talker on twitter no name, no face, no info",burke113 donthebear nig ok youre big time shit talker twitter name face info
5836,3,0,0,3,2,@butterfliesblue I heard green tea makes you lose weight.... And Imma coon so that explains the watermelon,butterfliesblue heard green tea make lose weight imma coon explains watermelon
5837,3,0,3,0,1,@bygbootiejuliie just FaceTime Doms bitch ass,bygbootiejuliie facetime doms bitch as
5838,3,0,0,3,2,@c00ntact @KevinI bumcia is trash smfh I would've thought he would have gone after Khan but what you said makes sense,c00ntact kevini bumcia trash smfh wouldve thought would gone khan said make sense
5839,3,0,1,2,2,@c_drew_ I'm guessing so. The players are talking trash.,c_drew_ im guessing player talking trash
5840,3,1,2,0,1,@c_mccann23 fuck yes we are &#128540; triple xp nigguh,c_mccann23 fuck yes 128540 triple xp nigguh
5841,3,0,3,0,1,"@caitnicole3 I'm not sure, I'm a broke nig &#128542;",caitnicole3 im sure im broke nig 128542
5842,3,0,1,2,2,@cakedjake We're laying rock around our lake. You're welcome to join a redneck workout. #muscles &#128170;&#128513;,cakedjake laying rock around lake youre welcome join redneck workout muscle 128170128513
5843,3,1,2,0,1,"@calissstaaa cause you're a damn border bunny, you forget already?",calissstaaa cause youre damn border bunny forget already
5844,3,0,3,0,1,@calumlove1997 might havti give you a visit. This cunt isn't going to have a family when im done.,calumlove1997 might havti give visit cunt isnt going family im done
5845,3,0,3,0,1,@cambreezy_ @AndrewWayne2 @thereal_EMandM it ain't retarded. He's my cousin. Lmao.,cambreezy_ andrewwayne2 thereal_emandm aint retarded he cousin lmao
5846,3,2,1,0,0,@cambreezy_ @TheLittleFella_ she spelled faggots with an e you're so cool lol,cambreezy_ thelittlefella_ spelled faggot e youre cool lol
5847,3,0,3,0,1,@cameron_ast @lanahudsonnn @ijrojo bitch shut the fuck and follow what u say nigga,cameron_ast lanahudsonnn ijrojo bitch shut fuck follow u say nigga
5848,3,0,3,0,1,@cameron_ast @lanahudsonnn are u fucking still talking bitch I wanna see that I don't give a fuck about your ugly ass girlfriend son,cameron_ast lanahudsonnn u fucking still talking bitch wanna see dont give fuck ugly as girlfriend son
5849,3,1,2,0,1,@cameron_ast @lanahudsonnn bitch and the fuck u wanna do about then nigga stfu talking and do something,cameron_ast lanahudsonnn bitch fuck u wanna nigga stfu talking something
5852,3,0,0,3,2,@caraabastow That's a cute and fuzzy one...hehehe ;),caraabastow thats cute fuzzy onehehehe
5853,3,0,0,3,2,"@caritoguey 02' Charcoal 7s are pre-owned, no sole wear or scuffs Size 10.5, Cherry 12's DS size 11.5",caritoguey 02 charcoal 7 preowned sole wear scuff size 105 cherry 12 d size 115
5854,3,0,1,2,2,@carlybaejepsen trash,carlybaejepsen trash
5855,3,1,2,0,1,@carlybutler96 just texted yea queer bait &#128536;,carlybutler96 texted yea queer bait 128536
5856,3,0,0,3,2,@carolinebakkk those were bumblebees....,carolinebakkk bumblebee
5857,3,0,1,2,2,@carpedehope not if you're standing in btw the yellow lines,carpedehope youre standing btw yellow line
5858,3,0,3,0,1,@carterboy_leake @italian_montana @tyg235 chill your dad gets more bitches at school than you do griff,carterboy_leake italian_montana tyg235 chill dad get bitch school griff
5859,3,0,3,0,1,@cass_uhhh_deee do it pussy,cass_uhhh_deee pussy
5860,6,0,6,0,1,@catleesh_ I have small pussy size plugs,catleesh_ small pussy size plug
5861,3,0,0,3,2,@caycifish What is that monkey doing to those poor bottles?,caycifish monkey poor bottle
5862,3,3,0,0,0,@caykelly16 @MadisonEarhart u guys are fags.,caykelly16 madisonearhart u guy fag
5863,3,0,3,0,1,@caylanashlee cause everyone just loves yo bitch ass rite? Yea sure...,caylanashlee cause everyone love yo bitch as rite yea sure
5864,3,0,2,1,1,@caylinwillis Fuck the Yankees,caylinwillis fuck yankee
5865,3,0,3,0,1,@cb_marie as u should that's jus a clutch ass spot bitch we in there for the turn up &#128553;&#128553;&#128553;,cb_marie u thats jus clutch as spot bitch turn 128553128553128553
5866,3,0,3,0,1,@cb_marie bitch yessssssss&#128586;&#128551; omg I jus saw one of em yesterday I'm in disbelief I rode by like oh that's court bro now I'm lost,cb_marie bitch yessssssss128586128551 omg jus saw one em yesterday im disbelief rode like oh thats court bro im lost
5867,3,0,3,0,1,"@cbfollowheidi black girls are so funny, why can't you talk literate? It's pathetic, dick riding die hard fan rofl, you disgust me, retard.",cbfollowheidi black girl funny cant talk literate pathetic dick riding die hard fan rofl disgust retard
5868,3,0,3,0,1,@cbfollowheidi bye ugly hoe please do something about that nasty horse hair weave.,cbfollowheidi bye ugly hoe please something nasty horse hair weave
5869,6,0,6,0,1,@ccass357 @Liveitupjersey real Serious in CT! Bunch of whiney cunts!,ccass357 liveitupjersey real serious ct bunch whiney cunt
5871,3,0,3,0,1,@cdnrod And they bitch cause police showed in force.They were the only thing preventing them from getting turned in2 road kill #I70Shutdown,cdnrod bitch cause police showed forcethey thing preventing getting turned in2 road kill i70shutdown
5872,3,0,1,2,2,@cgoodwoman @stevenadamswv Crystal probably only person in world interested in my poor black hillbilly:Jamaica::poor white hillbilly:WV idea,cgoodwoman stevenadamswv crystal probably person world interested poor black hillbillyjamaicapoor white hillbillywv idea
5873,3,0,3,0,1,@chandraingram95 sounds like you bout to smack a hoe,chandraingram95 sound like bout smack hoe
5874,3,0,3,0,1,@chanel_2Playa @TODDIE_soPLAYER nigga you proud of 80% I was in that bitch 99.99% the .01% is from me going to get the weed out the car,chanel_2playa toddie_soplayer nigga proud 80 bitch 9999 01 going get weed car
5875,3,0,2,1,1,@chanelisabeth @Emmasayshai #icanhashtaghoweveriwant #bitch,chanelisabeth emmasayshai icanhashtaghoweveriwant bitch
5876,3,0,2,1,1,@chanelisabeth I drive illegally retard,chanelisabeth drive illegally retard
5877,3,1,2,0,1,"@chanelisabeth I'm subtweeting my sister, hoe",chanelisabeth im subtweeting sister hoe
5878,3,0,3,0,1,@chanelisabeth cuz ur a bird bitch,chanelisabeth cuz ur bird bitch
5879,3,0,3,0,1,@chanelisabeth fuck yo bitch ass then,chanelisabeth fuck yo bitch as
5880,3,2,1,0,0,@chanelisabeth that nigger music,chanelisabeth nigger music
5881,3,1,2,0,1,"@chanelisabeth well you're a first class bitch. So go on with your bitch life, bitch",chanelisabeth well youre first class bitch go bitch life bitch
5882,3,0,3,0,1,@charlieecai ok!!!!! Stupid bitch,charlieecai ok stupid bitch
5883,3,0,0,3,2,@charlierose @jdickerson racist @NorahODonnell Texas trash GWBush came to WH numb remember he and Republicans stole the election,charlierose jdickerson racist norahodonnell texas trash gwbush came wh numb remember republican stole election
5884,3,0,1,2,2,@charlierose @jdickerson racist@NorahODonnell Tx trash there's no comparison betwn Pres Obama n GWBush rt poll will show He's supported 100%,charlierose jdickerson racistnorahodonnell tx trash there comparison betwn pres obama n gwbush rt poll show he supported 100
5885,3,0,0,3,2,@charliesheen Charlie PLEASE STOP. from 1 ole fart 2 another...,charliesheen charlie please stop 1 ole fart 2 another
5886,3,0,0,3,2,"@charliesheen Charlie, im an old lady. don't EVER SAY UGLY THINGS ABOUT UR CHILDRENS MOM.. I GET IT!!!, JUS DONT! BIG HUG",charliesheen charlie im old lady dont ever say ugly thing ur childrens mom get jus dont big hug
5887,3,0,0,3,2,@charloosss @keepitplur @nicoleariel_ I'll chug my tall can . but homegirl won't approve lol,charloosss keepitplur nicoleariel_ ill chug tall homegirl wont approve lol
5888,3,0,3,0,1,@charmarie hoe you are doing good too!,charmarie hoe good
5889,3,0,3,0,1,@chase_wickett @LangKeaton bitch im waitin on my chicken nuggets,chase_wickett langkeaton bitch im waitin chicken nugget
5890,3,0,0,3,2,@cheetahxcheeks lol trash I would of kept it if she was cute,cheetahxcheeks lol trash would kept cute
5891,3,0,3,0,1,@chelsiielynn &#128514;&#128514;&#128514; you tried to bit my bottom lip off like it was a snack bitch,chelsiielynn 128514128514128514 tried bit bottom lip like snack bitch
